"","KY225559","MK412767","JN112985","MG589413","AY842519","MK418782","MK418782","MN840073","MN481113","MG232621","MK765861","MG232625","MG232624","MH142328","MG232617","MK972064","MK972103","MK972128","AY445826","MN460356","AY842518","KY399843","MF288845","MK412765","AY129233","AY564229","FJ867653","KU056610","MK129245","KM068086","MF288853","MK562396","MK625346","MF288846","MF288848","KR014827","KF483838","MK412760","MG589414","MH187964","AY456391","MG232632","MK861166","MN335040","MG954356","HM140424","KX009741","MN947511","KF535065","KX009742"
"AY129233",0.674972142054873,0.685860761688315,0.657652558006385,0.650286352636692,0.641929506109236,0.634532567286635,0.634532567286635,0.646162342755964,0.679366220486757,0.696813556805532,0.702246883176783,0.672704723909101,0.696552356384777,0.695221787153807,0.683130051063973,0.730010520815671,0.728062626406496,0.725340887435056,0.69780790120446,0.758786910639328,0.691410717654713,0.634742901279437,0.690805179661132,0.664144271444881,0,0.685395828598676,0.672989448807541,0.780652472325859,0.73442458764691,0.743256125113801,0.720009442808711,0.713017030211553,0.495845625331873,0.702345065195184,0.682493989425992,0.76656954412459,0.666666666666667,0.698836241921708,0.7319250547114,0.719254289297789,0.660086574408453,0.689827564660559,0.643711613134312,0.710858037118643,0.652862549237373,0.64693921773046,0.64888568452305,0.687509134695234,0.656741885487255,0.638826806320399
"AY564229",0.710669054518701,0.717740562565273,0.692107177884331,0.68405664362424,0.666472840040483,0.666862716271454,0.666862716271454,0.675139951038577,0.704402730053533,0.727392967453308,0.726843784311631,0.740844501034221,0.70586515286922,0.735272058492637,0.707106781186548,0.769309258162072,0.744282765172199,0.710925567450541,0.716490599119035,0.727336137657725,0.696847693415807,0.673081476519113,0.732094855213559,0.741249316661101,0.685395828598676,0,0.696215596783956,0.76885174443849,0.755749624714539,0.730798148647035,0.757645018478954,0.759147693722068,0.711644411374349,0.738357189687933,0.721950220730018,0.752046388523875,0.711090512884347,0.741467299114471,0.772328445721233,0.743466620658759,0.694243065889105,0.696383394959931,0.671399435561677,0.710818653310911,0.692908597261588,0.671280331866365,0.659380473395787,0.691851527847822,0.67336182626306,0.650354307339875
"FJ867653",0.694365074829414,0.708719341504683,0.694365074829414,0.690997451136744,0.687369670715972,0.68928450016807,0.68928450016807,0.691142945727272,0.689446388684396,0.708719341504683,0.707106781186548,0.70530981060383,0.640628304305591,0.644278153923165,0.643711613134312,0.726843784311631,0.682085509090488,0.678154147763134,0.744023809142845,0.724336715298931,0.713448673002487,0.626924896515242,0.739940073395944,0.676123403782813,0.672989448807541,0.696215596783956,0,0.787343319183216,0.732883281246155,0.75037528148458,0.684238129733953,0.711763956319382,0.679869268479038,0.660510794615744,0.657296611090805,0.752189785681919,0.652411699497354,0.72123461661051,0.751809411556112,0.714920352984241,0.686186576622729,0.623378726192537,0.5815799980378,0.722581409811593,0.650027085026159,0.597022314125993,0.596463939202724,0.597614304667197,0.596463939202724,0.590726953281576
"KU056610",0.796420563700935,0.802856346585746,0.776787894748471,0.787900067809321,0.777130995566168,0.774596669241483,0.774596669241483,0.779505886952059,0.78516066682385,0.798859586020371,0.791595462735466,0.773773942860369,0.784464540552736,0.806526773822918,0.781861509792303,0.799142842981839,0.769358021148725,0.793492047615872,0.804399666539844,0.814345071045955,0.792214722576314,0.776198732316466,0.787221893660965,0.780021624661624,0.780652472325859,0.76885174443849,0.787343319183216,0,0.787090970042187,0.804013678193944,0.807191472733942,0.800640769025436,0.781920049449156,0.781497444035204,0.777986605215499,0.801783725737273,0.802538345881472,0.786874185912817,0.805681579172283,0.784976426114909,0.782460796435952,0.775044801572428,0.740531631177355,0.783156008298049,0.765857990451534,0.769566767544401,0.765573457633709,0.785724725365981,0.767088285205188,0.762885030087649
"MK129245",0.725381286270334,0.735364446764472,0.696365294307218,0.702792483553412,0.700969346470556,0.698256535275343,0.698256535275343,0.703665851855809,0.713606914551731,0.731272424127131,0.711540095972181,0.703989469396047,0.688112078963556,0.729003800319658,0.680136040813605,0.754806556466927,0.730787369356826,0.761386987626881,0.765923515044227,0.780648297702546,0.724682077731717,0.698034472390793,0.745892027083777,0.737533757841662,0.73442458764691,0.755749624714539,0.732883281246155,0.787090970042187,0,0.75194451972713,0.748331477354788,0.7349043394794,0.738144815095599,0.717265260120833,0.724677330061043,0.766098850808388,0.705071937309669,0.741541631143699,0.740724352489967,0.794187600604623,0.746787993805677,0.695141335636191,0.739183165783231,0.766523061418661,0.688364840652218,0.668539705343354,0.666666666666667,0.716001555758157,0.672096269621123,0.668437364783192
"KM068086",0.757211704358425,0.758616224120323,0.723322802273411,0.718648520629196,0.732990493981574,0.731113434577664,0.729362262159838,0.734195356263366,0.751655996716936,0.738548945875996,0.716172622910463,0.73002337752741,0.657741676857395,0.736162674869467,0.681295693899204,0.750757193529548,0.736082999272624,0.743716043334789,0.674967307062827,0.777701277553556,0.721822718805094,0.72975638311578,0.747087367637628,0.763762615825973,0.743256125113801,0.730798148647035,0.75037528148458,0.804013678193944,0.75194451972713,0,0.776757333603786,0.753080095095887,0.75,0.771268633788668,0.779049574156684,0.756398904998273,0.71143163362698,0.747687197013774,0.792005509622709,0.744437500478198,0.702974035205067,0.670316585147887,0.71263833965158,0.729030963742774,0.682048292584712,0.716231117019509,0.683409621385095,0.699305522047513,0.668237143911609,0.690387944578041
"MF288853",0.731855542858381,0.715678085420547,0.709220707520619,0.734726485741162,0.698836241921708,0.703007576900271,0.703007576900271,0.71518826393724,0.7193343175917,0.728093731553645,0.684000835421378,0.704697551759464,0.692465303622724,0.697285376694309,0.688700443150182,0.700446286306095,0.72575309661889,0.671550736844851,0.748896896005425,0.780189497605494,0.751021103263872,0.686848452966295,0.766610923280061,0.750555349946514,0.720009442808711,0.757645018478954,0.684238129733953,0.807191472733942,0.748331477354788,0.776757333603786,0,0.76676365927602,0.712756192799706,0.65356890828802,0.65991201759609,0.765413996382733,0.68490211643045,0.730296743340221,0.767323300003963,0.75,0.73282810879294,0.682191040240646,0.663973052957545,0.733661076518231,0.675152122630581,0.654279903237767,0.689499699829937,0.651794907395869,0.659380473395787,0.687694836192356
"MK562396",0.75739250778755,0.754330222453696,0.715037198674811,0.710531047127456,0.675353821138157,0.701286873318277,0.701286873318277,0.71374642714633,0.73934574074132,0.736736553092828,0.722797272709228,0.730296743340221,0.688112078963556,0.742046434795293,0.687596622771126,0.807494138446671,0.762382736440893,0.736082999272624,0.763105049956476,0.803454980757034,0.757317246446102,0.69833461383259,0.732441525471689,0.730170645308833,0.713017030211553,0.759147693722068,0.711763956319382,0.800640769025436,0.7349043394794,0.753080095095887,0.76676365927602,0,0.727515827511182,0.773799348732451,0.781199016463323,0.765488635238129,0.723660286685898,0.772196673792526,0.75,0.785256757703893,0.730683450671182,0.684115098513012,0.739183165783231,0.774290685951155,0.697123596223234,0.690387944578041,0.679209810626163,0.723142987117011,0.666145629723711,0.68178574661058
"MK625346",0.723040941962038,0.709124208342335,0.681250735120751,0.671189279938938,0.656272100052204,0.643267520902677,0.643267520902677,0.661209548957704,0.690980159557318,0.69950326148934,0.667727393935178,0.661717328234048,0.689331056143954,0.691163516376137,0.673739500605217,0.720696180838102,0.723509297777934,0.708391263228297,0.717093574610984,0.751469149302179,0.698950720789201,0.632013718824301,0.703562363973514,0.688894963827172,0.495845625331873,0.711644411374349,0.679869268479038,0.781920049449156,0.738144815095599,0.75,0.712756192799706,0.727515827511182,0,0.70267346612776,0.678323447469202,0.756147643823122,0.693334094194211,0.683130051063973,0.746674041261517,0.760394011110491,0.689761498715413,0.689019212175883,0.665807005874949,0.728815525236281,0.645699542888579,0.635394922921591,0.641179468722378,0.680580769673284,0.658043924714439,0.629556560933674
"MF288846",0.702529990176059,0.725604414804963,0.708296196293261,0.715281697638591,0.696595938575114,0.695379487459148,0.694238585152651,0.700274671385889,0.704807240849047,0.738750048383706,0.716746461586019,0.685994340570035,0.586301969977929,0.685674305870756,0.589455364823024,0.683632907260932,0.655993802449733,0.641500299099584,0.768155005061636,0.731009575860672,0.715891053163818,0.679974699086554,0.765641493488776,0.73637865336168,0.702345065195184,0.738357189687933,0.660510794615744,0.781497444035204,0.717265260120833,0.771268633788668,0.65356890828802,0.773799348732451,0.70267346612776,0,0.400963469882313,0.766610923280061,0.641342930667347,0.746747881653436,0.738548945875996,0.721641720774887,0.712696645099798,0.584522597225006,0.632455532033676,0.690065559342354,0.62634470725607,0.578422415459774,0.600495458383353,0.590416420245723,0.541265877365274,0.607492896293956
"MF288848",0.690281846938746,0.705890775503959,0.696595938575114,0.705961668238902,0.683130051063973,0.680457572548491,0.679366220486757,0.689202437604511,0.693550761103935,0.711625081352714,0.67806350362081,0.666666666666667,0.579833507613801,0.664211164155071,0.588075958812578,0.642910050732864,0.619677335393187,0.598099972609741,0.731405774720731,0.737613007157729,0.7060313329882,0.656532164298613,0.759724429022584,0.746148503082652,0.682493989425992,0.721950220730018,0.657296611090805,0.777986605215499,0.724677330061043,0.779049574156684,0.65991201759609,0.781199016463323,0.678323447469202,0.400963469882313,0,0.768349819927832,0.627905433146513,0.729594197007962,0.707106781186548,0.70820052782817,0.709299365615191,0.577350269189626,0.605530070819498,0.681466275636382,0.605010525403531,0.557992214421771,0.604122093330177,0.578344844033981,0.546672273590534,0.605636332129577
"KR014827",0.753508418042812,0.753019990534947,0.743535828629182,0.746547609555702,0.747128541953162,0.74134867318144,0.742160453700838,0.75863089400138,0.759154654516248,0.748186212580566,0.716172622910463,0.736149555229554,0.687406337276194,0.744888538084242,0.69200667586131,0.75316098012862,0.739208070456872,0.760011400256506,0.743150541460293,0.784123196911707,0.743006131455283,0.743282675569981,0.75,0.747545001596402,0.76656954412459,0.752046388523875,0.752189785681919,0.801783725737273,0.766098850808388,0.756398904998273,0.765413996382733,0.765488635238129,0.756147643823122,0.766610923280061,0.768349819927832,0,0.757797747253563,0.739860368535111,0.794719414239026,0.732398639396805,0.711933504667742,0.703401392637065,0.742661694011868,0.708741712342948,0.702408345226414,0.697185851445013,0.696692268479466,0.714589601010496,0.698945341327871,0.701286873318277
"KF483838",0.710742315593533,0.720718134207309,0.689315079991078,0.688595769474807,0.679520885536112,0.666421523556093,0.666421523556093,0.681069322232874,0.70472994494488,0.709459888459759,0.69326773690888,0.690791562235773,0.612788873986492,0.661616088873754,0.623429200159357,0.673721536853215,0.682339391017705,0.672745276383678,0.721839754778682,0.763934692569359,0.687406337276194,0.65636697819352,0.734410376140677,0.737308728467136,0.666666666666667,0.711090512884347,0.652411699497354,0.802538345881472,0.705071937309669,0.71143163362698,0.68490211643045,0.723660286685898,0.693334094194211,0.641342930667347,0.627905433146513,0.757797747253563,0,0.740115329281148,0.753937034925052,0.747423558170762,0.673615042463814,0.607846947550604,0.650443635587991,0.736656036451854,0.587867532097255,0.635548242564993,0.61202160642856,0.610486467448108,0.591916348400388,0.594803004126922
"MK412760",0.720360270225197,0.713176478618843,0.702427002564251,0.698793022512166,0.70437487098057,0.684653196881458,0.684653196881458,0.693550761103935,0.707106781186548,0.695545673398795,0.686406472983644,0.6985354731357,0.699543924373345,0.717200806472714,0.696162077554686,0.703875507091476,0.668784514827255,0.697982440452113,0.754615428178118,0.780319996811492,0.749898118589491,0.694590627888742,0.761065555140146,0.690660187250484,0.698836241921708,0.741467299114471,0.72123461661051,0.786874185912817,0.741541631143699,0.747687197013774,0.730296743340221,0.772196673792526,0.683130051063973,0.746747881653436,0.729594197007962,0.739860368535111,0.740115329281148,0,0.770013216758194,0.776188853181021,0.711374211484457,0.69990346824749,0.708974966162771,0.741533628881488,0.678651474133703,0.710423953958034,0.6977130635595,0.742564387214253,0.686931583201704,0.695899942204157
"MG589414",0.694590627888742,0.72867925133589,0.740724352489967,0.722857193726757,0.716950968748062,0.7319250547114,0.7319250547114,0.722581409811593,0.725800051175056,0.75,0.71046597720222,0.749603069567329,0.714589601010496,0.726483157256779,0.670820393249937,0.750757193529548,0.808372034730701,0.721687836487032,0.740724352489967,0.725800051175056,0.742564387214253,0.749149177264394,0.77919372247398,0.729458766307678,0.7319250547114,0.772328445721233,0.751809411556112,0.805681579172283,0.740724352489967,0.792005509622709,0.767323300003963,0.75,0.746674041261517,0.738548945875996,0.707106781186548,0.794719414239026,0.753937034925052,0.770013216758194,0,0.753370803500884,0.78142144136602,0.689381987545711,0.658946527660469,0.772328445721233,0.717330542216151,0.697308061125133,0.703855698305198,0.707106781186548,0.690065559342354,0.721110255092798
"MH187964",0.759063426413471,0.762312891110207,0.761717732328266,0.757676760943659,0.754931019582039,0.739843511191814,0.739843511191814,0.754473836014722,0.766754255229202,0.752285893749222,0.752189785681919,0.75708039976433,0.728330934274241,0.753486519775816,0.733437819097678,0.754193171176683,0.754886045159447,0.761141112644649,0.699753651232913,0.7164167865483,0.734297214382488,0.757033298610225,0.778295654187,0.765839581067484,0.719254289297789,0.743466620658759,0.714920352984241,0.784976426114909,0.794187600604623,0.744437500478198,0.75,0.785256757703893,0.760394011110491,0.721641720774887,0.70820052782817,0.732398639396805,0.747423558170762,0.776188853181021,0.753370803500884,0,0.69757232087945,0.708304253308024,0.701472374412202,0.716461576976249,0.717012261451713,0.686802819743445,0.717917935745435,0.674617194513397,0.709340931401837,0.698376733110213
"AY456391",0.720360270225197,0.739264247686155,0.692218655243173,0.689111291345089,0.659380473395787,0.657793514480272,0.658826804094798,0.669723384513865,0.696545190318858,0.73621017383231,0.711625081352714,0.714456269616293,0.703348879748244,0.734803444627488,0.704697551759464,0.749753411139151,0.719802710490163,0.754548252727041,0.702027446605417,0.742726862640812,0.62733435032427,0.674578520096275,0.716461576976249,0.724960813988026,0.660086574408453,0.694243065889105,0.686186576622729,0.782460796435952,0.746787993805677,0.702974035205067,0.73282810879294,0.730683450671182,0.689761498715413,0.712696645099798,0.709299365615191,0.711933504667742,0.673615042463814,0.711374211484457,0.78142144136602,0.69757232087945,0,0.69990346824749,0.673145600891813,0.656217958889711,0.65734219812218,0.66040674712717,0.659471794007456,0.697247334992287,0.676520695015089,0.649994154755107
"MG232632",0.707106781186548,0.707106781186548,0.679366220486757,0.69200667586131,0.690436462652845,0.679166846683348,0.679166846683348,0.692218655243173,0.697004736595727,0.591312395989083,0.59739210190634,0.600594943130797,0.273690275751987,0.623119882750012,0.326743884160513,0.668202413153866,0.64018439966448,0.619677335393187,0.701047485404383,0.7456086127385,0.69990346824749,0.614778623494272,0.720082299823096,0.680413817439772,0.689827564660559,0.696383394959931,0.623378726192537,0.775044801572428,0.695141335636191,0.670316585147887,0.682191040240646,0.684115098513012,0.689019212175883,0.584522597225006,0.577350269189626,0.703401392637065,0.607846947550604,0.69990346824749,0.689381987545711,0.708304253308024,0.69990346824749,0,0.575472702366351,0.700742054199188,0.476556635780289,0.365496629614477,0.459036257515989,0.403473292392964,0.29277002188456,0.474045463139977
"MK861166",0.678773146414318,0.693451019856407,0.658019521535379,0.667529665949222,0.660431838092288,0.655783358641787,0.655783358641787,0.651820885152696,0.651820885152696,0.699702317656111,0.664618530746054,0.647719252365604,0.587021800783067,0.612372435695794,0.559761854124889,0.685762546564239,0.679697215010895,0.658946527660469,0.718070330817254,0.728868986855663,0.653516130889922,0.618476888171406,0.734090518184841,0.715096941934194,0.643711613134312,0.671399435561677,0.5815799980378,0.740531631177355,0.739183165783231,0.71263833965158,0.663973052957545,0.739183165783231,0.665807005874949,0.632455532033676,0.605530070819498,0.742661694011868,0.650443635587991,0.708974966162771,0.658946527660469,0.701472374412202,0.673145600891813,0.575472702366351,0,0.658682346706236,0.541736338885961,0.579045868344692,0.578934223521839,0.519875244910036,0.553911709406997,0.579045868344692
"MN335040",0.699584154636159,0.731994958255298,0.698136775985332,0.718667876340328,0.685405150097532,0.680599191048289,0.678594476263445,0.692664685527434,0.696429195236818,0.717137165600636,0.707106781186548,0.723439345060322,0.707106781186548,0.71055330094606,0.692820323027551,0.766509681601042,0.740131148950684,0.707106781186548,0.728267692387697,0.721179937680301,0.70797068716687,0.694650763002304,0.765986092483115,0.740400412671642,0.710858037118643,0.710818653310911,0.722581409811593,0.783156008298049,0.766523061418661,0.729030963742774,0.733661076518231,0.774290685951155,0.728815525236281,0.690065559342354,0.681466275636382,0.708741712342948,0.736656036451854,0.741533628881488,0.772328445721233,0.716461576976249,0.656217958889711,0.700742054199188,0.658682346706236,0,0.680321863413074,0.66746746775616,0.687430706042257,0.672755073098081,0.673971281387859,0.661277653934579
"MG954356",0.66751646518458,0.697285376694309,0.661887632529297,0.666400372800773,0.665580004710936,0.652224520695769,0.652224520695769,0.665610978487843,0.677307813765247,0.635538193020902,0.616793954743961,0.630248001626349,0.477856104588937,0.627389050969648,0.474935690145978,0.700876644050462,0.664300795241662,0.640592355353271,0.677772085586298,0.746989779319318,0.701578105421079,0.586588460085413,0.715020292923638,0.656131446111426,0.652862549237373,0.692908597261588,0.650027085026159,0.765857990451534,0.688364840652218,0.682048292584712,0.675152122630581,0.697123596223234,0.645699542888579,0.62634470725607,0.605010525403531,0.702408345226414,0.587867532097255,0.678651474133703,0.717330542216151,0.717012261451713,0.65734219812218,0.476556635780289,0.541736338885961,0.680321863413074,0,0.509973783711732,0.517260600111872,0.510910375471771,0.477690191926825,0.518475847365213
"HM140424",0.645285551227479,0.686754108596198,0.647239460260976,0.675771164423776,0.638188661926801,0.635538193020902,0.635538193020902,0.641095340995358,0.645285551227479,0.613382118880536,0.591607978309962,0.597614304667197,0.396837895066273,0.617490861494141,0.395874245070891,0.665512264646162,0.635609943282828,0.621202154038903,0.701508064578569,0.723540580608188,0.685449684397965,0.599760143904067,0.712994532947748,0.606339062590832,0.64693921773046,0.671280331866365,0.597022314125993,0.769566767544401,0.668539705343354,0.716231117019509,0.654279903237767,0.690387944578041,0.635394922921591,0.578422415459774,0.557992214421771,0.697185851445013,0.635548242564993,0.710423953958034,0.697308061125133,0.686802819743445,0.66040674712717,0.365496629614477,0.579045868344692,0.66746746775616,0.509973783711732,0,0.303488489333442,0.456129029195871,0.405442427039692,0.390566732942472
"KX009741",0.68502238170035,0.690182114627256,0.640452684215284,0.652035045529611,0.633908897869044,0.635760659970768,0.635760659970768,0.646459935155454,0.663229536225219,0.610770621715794,0.608044661072815,0.598009944766586,0.448819394546251,0.608163640559537,0.448791073398121,0.671698184587729,0.643267520902677,0.657267069006199,0.707106781186548,0.705071937309669,0.675159578055778,0.615787813189319,0.698688543253267,0.624050433774699,0.64888568452305,0.659380473395787,0.596463939202724,0.765573457633709,0.666666666666667,0.683409621385095,0.689499699829937,0.679209810626163,0.641179468722378,0.600495458383353,0.604122093330177,0.696692268479466,0.61202160642856,0.6977130635595,0.703855698305198,0.717917935745435,0.659471794007456,0.459036257515989,0.578934223521839,0.687430706042257,0.517260600111872,0.303488489333442,0,0.508432297715777,0.43696511454218,0.375
"MN947511",0.673332166013017,0.701005659540566,0.679554280343782,0.691873199791814,0.665580004710936,0.661588754825218,0.660225291773525,0.666400372800773,0.670699774640088,0.653230508871003,0.599227301675549,0.641209658211706,0.387298334620742,0.597614304667197,0.436020720196947,0.67898228927752,0.665062171761176,0.645233702322069,0.693888666488711,0.702728368926307,0.717870060186998,0.60380736442456,0.735029561565954,0.687694836192356,0.687509134695234,0.691851527847822,0.597614304667197,0.785724725365981,0.716001555758157,0.699305522047513,0.651794907395869,0.723142987117011,0.680580769673284,0.590416420245723,0.578344844033981,0.714589601010496,0.610486467448108,0.742564387214253,0.707106781186548,0.674617194513397,0.697247334992287,0.403473292392964,0.519875244910036,0.672755073098081,0.510910375471771,0.456129029195871,0.508432297715777,0,0.403881873046918,0.477884612037409
"KF535065",0.674433919009944,0.680365729958356,0.641095340995358,0.655719015059116,0.644857801502328,0.640642999469072,0.640642999469072,0.651488525636001,0.663021353680439,0.607264986739398,0.596079990698694,0.611677741841197,0.325925000923688,0.595303254578942,0.328654738718659,0.665779551614134,0.643476883811688,0.622896460095897,0.677392618422781,0.732309772243727,0.688007435988102,0.600353252900783,0.698155701579382,0.636787469872752,0.656741885487255,0.67336182626306,0.596463939202724,0.767088285205188,0.672096269621123,0.668237143911609,0.659380473395787,0.666145629723711,0.658043924714439,0.541265877365274,0.546672273590534,0.698945341327871,0.591916348400388,0.686931583201704,0.690065559342354,0.709340931401837,0.676520695015089,0.29277002188456,0.553911709406997,0.673971281387859,0.477690191926825,0.405442427039692,0.43696511454218,0.403881873046918,0,0.470612908946529
"KX009742",0.664057393771218,0.682056790305225,0.636509775678082,0.649016074494129,0.635970595803072,0.627877989127481,0.627877989127481,0.637918539542066,0.655385536415232,0.613057033378214,0.589079727518385,0.599295360884318,0.471849032460555,0.606030302272689,0.487058802786956,0.677334010667683,0.65767749128253,0.654653670707977,0.672318662466638,0.726843784311631,0.681627012826945,0.590281336100955,0.693375245281536,0.630783103723984,0.638826806320399,0.650354307339875,0.590726953281576,0.762885030087649,0.668437364783192,0.690387944578041,0.687694836192356,0.68178574661058,0.629556560933674,0.607492896293956,0.605636332129577,0.701286873318277,0.594803004126922,0.695899942204157,0.721110255092798,0.698376733110213,0.649994154755107,0.474045463139977,0.579045868344692,0.661277653934579,0.518475847365213,0.390566732942472,0.375,0.477884612037409,0.470612908946529,0
